C骴igo del organismo;Nombre del organismo;A駉 Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;597.963;116.550;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;597.963;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP021;Partido Progresista (PRO);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de Personal;Pesos;0;0;0;0;0;0;0;0;0;13.077.584;12.089.599;14.518.874
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;1.556.930;573.382;22.748.754
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;20.049.302;3.807.999;7.343.124
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;25.000.000
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;128.018.876;126.587.302;127.950.566
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de Personal;Pesos;13.843.854;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;755.168;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;26.047.936;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;6.335.218;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;128.808.015;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de Personal;Pesos;13.843.854;12.578.807;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;755.168;605.181;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Otros gastos de administraci髇;Pesos;26.047.936;5.592.532;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;6.335.218;2.269.986;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;128.808.015;130.219.024;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de Personal;Pesos;0;0;0;0;0;0;0;0;0;13.077.584;12.089.599;14.518.874
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;1.556.930;573.382;22.748.754
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;20.049.302;3.807.999;7.343.124
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;25.000.000
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;128.018.876;126.587.302;127.950.566
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de Personal;Pesos;13.843.854;12.578.807;17.736.919;19.928.079;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;755.168;605.181;2.229.368;675.860;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Otros gastos de administraci髇;Pesos;26.047.936;5.592.532;31.227.647;16.109.209;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de actividades de educaci髇 c韛ica;Pesos;6.335.218;2.269.986;9.462.313;6.990.941;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;128.808.015;130.219.024;131.311.359;132.335.605;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP022;Partido Radical Socialdem骳rata (PRSD);2017;Abr - Jun;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de personal;Pesos;22.685.230;19.905.762;19.208.424;24.100.533;32.074.488;30.895.616;52.187.301;35.068.654;38.480.063;58.549.654;34.341.613;43.153.080
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;3.272.363;5.307.991;21.240.852;9.431.078;15.898.327;11.995.735;4.371.000;5.492.844;6.531.432;6.236.788;8.430.767;885.572
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Otros gastos de administraci髇;Pesos;27.715.845;36.805.104;9.543.065;550.375;3.880.933;8.164.284;17.657.267;12.210.832;24.139.389;8.341.681;21.155.749;15.836.393
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de actividades de educaci髇 c韛ica;Pesos;0;0;0;0;10.316.623;53.117.842;295.369;218.189;1.577.000;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;368.000;0;0;0;88.101.764
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;118.881;0;0;4.269.375
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;11.010.406;11.040.487;11.086.167;11.122.873;11.160.145;11.215.115;11.221.933;11.255.127;11.266.114;11.295.490;11.300.581;11.317.425
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;0;0;0;0;470.000;0;4.654.500;11.559.486;14.135.099;63.650;20.241.930;0
PP025;Partido Socialista de Chile PS;2016;Oct - Dic;Gastos de las actividades de formaci髇 de militantes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de personal;Pesos;48.264.800;43.755.009;51.948.855;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;15.098.385;1.507.884;8.603.660;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Otros gastos de administraci髇;Pesos;17.195.615;17.829.520;18.539.897;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;6.020.337;0;3.706.732;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;1.880.360;4.271.665;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;2.654.085;0;530.197;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;11.409.548;11.362.063;1.568.969;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;7.000.000;0;22.520.541;0;0;0;0;0;0;0;0;0
PP025;Partido Socialista de Chile PS;2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;6.927.900;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de Personal;Pesos;450.000;450.000;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;1.900.000;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Otros gastos de administraci髇;Pesos;1.704.330;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de actividades de educaci髇 c韛ica;Pesos;137.000;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de actividades de fomento a la participaci髇 de los j髒enes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Cr閐itos de corto plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Cr閐itos de largo plazo, inversiones y valores de operaciones de capital;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de las actividades de preparaci髇 de candidatos a cargos de elecci髇 popular;Pesos;340.000;0;0;0;0;0;0;0;0;0;0;0
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Gastos de las actividades de formaci髇 de militantes;Pesos;796.000;189.626;0;0;0;0;0;0;0;0;0;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de personal;Pesos;0;0;0;0;0;0;0;0;0;41.989.941;39.823.210;50.462.290
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de adquisici髇 de bienes y servicios o gastos corrientes;Pesos;0;0;0;0;0;0;0;0;0;4.314.835;3.861.120;2.477.570
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos financieros por pr閟tamos de corto plazo;Pesos;0;0;0;0;0;0;0;0;0;9.550.529;463.430;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos financieros por pr閟tamos de largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Otros gastos de administraci髇;Pesos;0;0;0;0;0;0;0;0;0;13.171.959;8.582.416;10.772.106
PP028;Partido Renovaci髇 Nacional (RN);2016;Oct - Dic;Gastos de actividades de investigaci髇;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
