codigo_organismo,nombre_organismo,anio_informado,trimestre_informado,item_de_gastos,unidad_monetaria,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de personal,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,597963,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Otros gastos de administración,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP021,Partido Progresista (PRO),2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de Personal,Pesos,0,0,0,0,0,0,0,0,0,13077584,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,0,0,0,0,0,0,0,0,0,1556930,573382,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Otros gastos de administración,Pesos,0,0,0,0,0,0,0,0,0,20049302,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,128018876,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de Personal,Pesos,13843854,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,755168,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Otros gastos de administración,Pesos,26047936,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,6335218,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,128808015,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de Personal,Pesos,13843854,12578807,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,755168,605181,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Otros gastos de administración,Pesos,26047936,5592532,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,6335218,2269986,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,128808015,130219024,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de Personal,Pesos,0,0,0,0,0,0,0,0,0,13077584,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,0,0,0,0,0,0,0,0,0,1556930,573382,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Otros gastos de administración,Pesos,0,0,0,0,0,0,0,0,0,20049302,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,128018876,NA,NA
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2016,Oct - Dic,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de Personal,Pesos,13843854,12578807,17736919,NA,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,755168,605181,2229368,NA,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Otros gastos de administración,Pesos,26047936,5592532,31227647,NA,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de actividades de educación cívica,Pesos,6335218,2269986,9462313,NA,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,128808015,130219024,131311359,NA,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP022,Partido Radical Socialdemócrata (PRSD),2017,Abr - Jun,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de personal,Pesos,22685230,19905762,19208424,NA,NA,NA,NA,NA,NA,58549654,NA,NA
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,3272363,5307991,21240852,NA,NA,NA,NA,NA,NA,6236788,NA,885572
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Otros gastos de administración,Pesos,27715845,36805104,9543065,NA,NA,NA,NA,NA,NA,8341681,NA,NA
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de actividades de educación cívica,Pesos,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,NA,0,0,0,NA
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,NA,0,0,NA
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,11010406,11040487,11086167,NA,NA,NA,NA,NA,NA,11295490,NA,NA
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,NA,0,NA,NA,NA,63650,NA,0
PP025,Partido Socialista de Chile PS,2016,Oct - Dic,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de personal,Pesos,48264800,43755009,51948855,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,15098385,1507884,8603660,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Otros gastos de administración,Pesos,17195615,17829520,18539897,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,6020337,0,3706732,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,1880360,4271665,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,2654085,0,530197,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,11409548,11362063,1568969,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,7000000,0,22520541,0,0,0,0,0,0,0,0,0
PP025,Partido Socialista de Chile PS,2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,6927900,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de Personal,Pesos,450000,450000,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,1900000,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Otros gastos de administración,Pesos,1704330,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,137000,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,340000,0,0,0,0,0,0,0,0,0,0,0
PP027,Partido Poder Ciudadano,2017,Ene - Mar,Gastos de las actividades de formación de militantes,Pesos,796000,189626,0,0,0,0,0,0,0,0,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de personal,Pesos,0,0,0,0,0,0,0,0,0,41989941,NA,NA
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,0,0,0,0,0,0,0,0,0,4314835,NA,NA
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,9550529,46343,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Otros gastos de administración,Pesos,0,0,0,0,0,0,0,0,0,13171959,NA,NA
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,1514444,0,NA
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,7752930,NA,NA
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,1368418,777778,777778
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,90753937,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP028,Partido Renovación Nacional (RN),2016,Oct - Dic,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de personal,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,0,0,0,0,0,0,0,0,0,2371721,NA,NA
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Otros gastos de administración,Pesos,0,0,0,0,0,0,0,0,0,941324,NA,NA
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,NA
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de actividades de fomento a la participación de los jóvenes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,"Créditos de corto plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,"Créditos de largo plazo, inversiones y valores de operaciones de capital",Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de las actividades de preparación de candidatos a cargos de elección popular,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2016,Oct - Dic,Gastos de las actividades de formación de militantes,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos de adquisición de bienes y servicios o gastos corrientes,Pesos,5133315,7368320,6477086,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos financieros por préstamos de corto plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos financieros por préstamos de largo plazo,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Otros gastos de administración,Pesos,1450000,2160000,1050000,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos de actividades de investigación,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos de actividades de educación cívica,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
PP029,Partido Revolución Democrática (RD),2017,Ene - Mar,Gastos de actividades de fomento a la participación femenina,Pesos,0,0,0,0,0,0,0,0,0,0,0,0
